,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,DBH,CROWN_AREA_COMPLETE,Data Source,tree_group,CROWN_HEIGHT_interpolated
5456,26614910,Bond Street,359343.35,173519.64,359343.35,173519.64,359343.35,173519.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,40.48457351912706,Original,deciduous,9.0
5457,26614911,Bond Street,359544.31,173180.6,359544.31,173180.6,359544.31,173180.6,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,0.64,150.05,Original,deciduous,13.0
5458,26614912,Bond Street,359529.88,173544.06,359529.88,173544.06,359529.88,173544.06,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,85.66616469526356,Original,deciduous,10.0
5459,26614913,Bond Street,359334.25,173521.05,359334.25,173521.05,359334.25,173521.05,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.15,14.85019823923634,Original,deciduous,9.0
5460,26614914,Bond Street,359365.97,173516.46,359365.97,173516.46,359365.97,173516.46,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.21,28.81285031376284,Original,deciduous,9.0
5461,26614915,Bond Street,359382.97,173513.99,359382.97,173513.99,359382.97,173513.99,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.26,43.68396782244248,Original,deciduous,9.0
5462,26614916,Bond Street,359418.75,173512.81,359418.75,173512.81,359418.75,173512.81,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.21,28.81285031376284,Original,deciduous,8.0
5463,26614917,Bond Street,359428.14,173514.07,359428.14,173514.07,359428.14,173514.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.21,28.81285031376284,Original,deciduous,8.0
5464,26614918,Bond Street,359433.43,173515.81,359433.43,173515.81,359433.43,173515.81,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,19.0169858420842,Original,deciduous,8.0
5465,26614919,Bond Street,359443.25,173518.18,359443.25,173518.18,359443.25,173518.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,19.0169858420842,Original,deciduous,8.0
5466,26614920,Bond Street,359451.12,173521.12,359451.12,173521.12,359451.12,173521.12,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,19.0169858420842,Original,deciduous,8.0
5467,26614921,Bond Street,359461.86,173526.26,359461.86,173526.26,359461.86,173526.26,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.17,19.0169858420842,Original,deciduous,9.0
5468,26614922,Bond Street,359465.66,173348.28,359465.66,173348.28,359465.66,173348.28,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,40.48457351912706,Original,deciduous,9.0
5469,26614923,Bond Street,359519.39,173456.18,359519.39,173456.18,359519.39,173456.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,40.48457351912706,Original,deciduous,9.0
5470,26614924,Bond Street,359521.66,173463.28,359521.66,173463.28,359521.66,173463.28,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.25,40.48457351912706,Original,deciduous,9.0
5471,26614925,Bond Street,359533.3,173530.02,359533.3,173530.02,359533.3,173530.02,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,85.66616469526356,Original,deciduous,10.0
5472,26614926,Bond Street,359537.99,173517.3,359537.99,173517.3,359537.99,173517.3,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,85.66616469526356,Original,deciduous,10.0
5473,26614927,Bond Street,359549.26,173519.21,359549.26,173519.21,359549.26,173519.21,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,85.66616469526356,Original,deciduous,10.0
5474,26614928,Bond Street,359554.94,173464.57,359554.94,173464.57,359554.94,173464.57,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.37,85.66616469526356,Original,deciduous,10.0
5488,26614942,Broad Quay,358609.58,172792.65,358609.58,172792.65,358609.58,172792.65,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.31,10.0,Original,deciduous,10.0
5619,26615076,Wine Street,358926.67,173044.49,358926.67,173044.49,358926.67,173044.49,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.43,60.05,Original,deciduous,13.0
5632,26615089,Wine Street,358902.53,173064.07,358902.53,173064.07,358902.53,173064.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.73,150.05,Original,deciduous,16.0
5633,26615090,Wine Street,358911.52,173071.83,358911.52,173071.83,358911.52,173071.83,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.61,275.05,Original,deciduous,18.0
5634,26615091,Wine Street,358920.63,173074.66,358920.63,173074.66,358920.63,173074.66,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.76,150.05,Original,deciduous,18.0
5639,26615096,Wine Street,358930.11,173054.95,358930.11,173054.95,358930.11,173054.95,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.43,150.05,Original,deciduous,14.0
5951,26615410,Callington Road,361109.23,170145.69,361109.23,170145.69,361109.23,170145.69,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5953,26615412,Callington Road,361142.94,170168.2,361142.94,170168.2,361142.94,170168.2,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5955,26615414,Callington Road,361134.09,170161.42,361134.09,170161.42,361134.09,170161.42,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5958,26615417,Callington Road,361125.89,170157.18,361125.89,170157.18,361125.89,170157.18,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5960,26615419,Callington Road,361162.08,170155.69,361162.08,170155.69,361162.08,170155.69,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.08,4.978244283460784,Original,other,2.931439652331484
5963,26615422,Callington Road,361119.55,170128.97,361119.55,170128.97,361119.55,170128.97,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.08,4.978244283460784,Original,other,2.931439652331484
5965,26615424,Callington Road,361146.24,170146.14,361146.24,170146.14,361146.24,170146.14,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.08,4.978244283460784,Original,other,2.931439652331484
5966,26615425,Callington Road,361118.99,170151.65,361118.99,170151.65,361118.99,170151.65,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5968,26615427,Callington Road,361103.95,170118.15,361103.95,170118.15,361103.95,170118.15,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.08,4.978244283460784,Original,other,2.931439652331484
5978,26615437,Callington Road,361152.64,170172.9,361152.64,170172.9,361152.64,170172.9,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
5980,26615439,Callington Road,361133.0,170137.99,361133.0,170137.99,361133.0,170137.99,Liquidambar styraciflua ’Worp',,American sweetgum,Liquidambar styraciflua ’Worp',0.08,4.978244283460784,Original,other,2.931439652331484
5983,26615442,Callington Road,361099.59,170139.08,361099.59,170139.08,361099.59,170139.08,Metasequoia glyptostroboides,,Dawn redwood,Metasequoia glyptostroboides,0.08,4.978244283460784,Original,other,2.931439652331484
6111,26615570,Perry Road,358510.54,173177.61,358510.54,173177.61,358510.54,173177.61,Alnus cordata,Alder,Italian alder,Alnus cordata,0.35,60.05,Original,deciduous,12.0
6117,26615576,Perry Road,358503.25,173171.84,358503.25,173171.84,358503.25,173171.84,Alnus cordata,Alder,Italian alder,Alnus cordata,0.04,60.05,Original,deciduous,2.0
6118,26615577,Perry Road,358505.68,173173.85,358505.68,173173.85,358505.68,173173.85,Alnus cordata,Alder,Italian alder,Alnus cordata,0.35,60.05,Original,deciduous,11.0
6119,26615578,Perry Road,358515.96,173182.27,358515.96,173182.27,358515.96,173182.27,Alnus cordata,Alder,Italian alder,Alnus cordata,0.5,150.05,Original,deciduous,14.0
6120,26615579,Perry Road,358527.9,173195.35,358527.9,173195.35,358527.9,173195.35,Alnus cordata,Alder,Italian alder,Alnus cordata,0.36,60.05,Original,deciduous,10.0
6121,26615580,Perry Road,358533.2,173200.64,358533.2,173200.64,358533.2,173200.64,Alnus cordata,Alder,Italian alder,Alnus cordata,0.26,60.05,Original,deciduous,9.0
6122,26615581,Perry Road,358537.16,173204.99,358537.16,173204.99,358537.16,173204.99,Alnus cordata,Alder,Italian alder,Alnus cordata,0.35,60.05,Original,deciduous,9.0
6123,26615582,Perry Road,358547.18,173217.84,358547.18,173217.84,358547.18,173217.84,Alnus cordata,Alder,Italian alder,Alnus cordata,0.33,60.05,Original,deciduous,9.0
6124,26615583,Perry Road,358551.43,173223.6,358551.43,173223.6,358551.43,173223.6,Alnus cordata,Alder,Italian alder,Alnus cordata,0.3,60.05,Original,deciduous,10.0
6125,26615584,Perry Road,358554.55,173227.1,358554.55,173227.1,358554.55,173227.1,Alnus cordata,Alder,Italian alder,Alnus cordata,0.35,60.05,Original,deciduous,13.0
6254,26615714,Aylesbury Road,358007.07,170405.09,358007.07,170405.09,358007.07,170405.09,Betula utilis,Birch,Himalayan birch,Betula utilis,0.06,3.584910945524932,Original,deciduous,2.7035940183413585
6255,26615715,Aylesbury Road,358000.23,170401.58,358000.23,170401.58,358000.23,170401.58,Betula utilis,Birch,Himalayan birch,Betula utilis,0.06,3.584910945524932,Original,deciduous,2.7035940183413585
6256,26615716,Aylesbury Road,357993.24,170397.64,357993.24,170397.64,357993.24,170397.64,Betula utilis,Birch,Himalayan birch,Betula utilis,0.06,3.584910945524932,Original,deciduous,2.7035940183413585
6257,26615717,Aylesbury Road,357987.15,170392.46,357987.15,170392.46,357987.15,170392.46,Betula utilis,Birch,Himalayan birch,Betula utilis,0.06,3.584910945524932,Original,deciduous,2.7035940183413585
6258,26615718,Aylesbury Road,357978.01,170388.43,357978.01,170388.43,357978.01,170388.43,Betula utilis,Birch,Himalayan birch,Betula utilis,0.06,3.584910945524932,Original,deciduous,2.7035940183413585
6796,26616269,Gloucester Street,359297.07,173564.23,359297.07,173564.23,359297.07,173564.23,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.08,5.536172809128897,Original,deciduous,4.0
6797,26616270,Gloucester Street,359296.33,173569.61,359296.33,173569.61,359296.33,173569.61,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.09,6.999417778435053,Original,deciduous,4.0
6854,26616329,Dighton Street,358843.58,173629.37,358843.58,173629.37,358843.58,173629.37,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,0.38,60.05,Original,deciduous,12.0
6855,26616330,Dighton Street,358841.15,173624.65,358841.15,173624.65,358841.15,173624.65,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,0.38,60.05,Original,deciduous,12.0
6856,26616331,Dighton Street,358840.12,173618.16,358840.12,173618.16,358840.12,173618.16,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,0.38,60.05,Original,deciduous,12.0
6857,26616332,Dighton Street,358896.27,173693.18,358896.27,173693.18,358896.27,173693.18,Acer platanoides,Maple,Norway maple,Acer platanoides,0.46,159.39298660531577,Original,deciduous,12.0
7086,26616563,Hastings Close,358076.98,170289.61,358076.98,170289.61,358076.98,170289.61,Alnus glutinosa,Alder,Black alder,Alnus glutinosa,0.2644132397191575,62.61372874474624,Imputed,deciduous,7.85977207447857
7168,26616646,Castle Street,359481.21,173111.37,359481.21,173111.37,359481.21,173111.37,Liriodendron tulipifera,Tulip Tree,Tulip tree,Liriodendron tulipifera,0.11,8.052066934759967,Original,deciduous,4.756935802885575
7186,26616664,Clare Street,358624.54,172912.91,358624.54,172912.91,358624.54,172912.91,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.52,150.05,Original,deciduous,12.0
7187,26616665,Clare Street,358685.33,172925.05,358685.33,172925.05,358685.33,172925.05,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.65,275.05,Original,deciduous,18.0
7264,26616742,Bond Street South,359518.19,173406.16,359518.19,173406.16,359518.19,173406.16,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,16.871628027755637,Original,deciduous,4.0
7265,26616743,Bond Street South,359472.23,173296.35,359472.23,173296.35,359472.23,173296.35,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7266,26616744,Bond Street South,359499.41,173319.7,359499.41,173319.7,359499.41,173319.7,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7267,26616745,Bond Street South,359484.93,173285.47,359484.93,173285.47,359484.93,173285.47,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7268,26616746,Bond Street South,359524.08,173418.1,359524.08,173418.1,359524.08,173418.1,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,16.871628027755637,Original,deciduous,5.0
7269,26616747,Bond Street South,359473.55,173285.22,359473.55,173285.22,359473.55,173285.22,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7270,26616748,Bond Street South,359455.56,173298.04,359455.56,173298.04,359455.56,173298.04,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7271,26616749,Bond Street South,359508.5,173386.44,359508.5,173386.44,359508.5,173386.44,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,16.871628027755637,Original,deciduous,5.0
7272,26616750,Bond Street South,359489.26,173394.47,359489.26,173394.47,359489.26,173394.47,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.06,2.397266962874267,Original,deciduous,0.3271908563679293
7273,26616751,Bond Street South,359452.76,173309.27,359452.76,173309.27,359452.76,173309.27,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7274,26616752,Bond Street South,359536.8,173212.87,359536.8,173212.87,359536.8,173212.87,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,8.631197432815318,Original,deciduous,4.0
7275,26616753,Bond Street South,359523.97,173225.55,359523.97,173225.55,359523.97,173225.55,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,8.631197432815318,Original,deciduous,4.0
7276,26616754,Bond Street South,359517.85,173239.61,359517.85,173239.61,359517.85,173239.61,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,8.631197432815318,Original,deciduous,4.0
7279,26616757,Bond Street South,359473.3,173312.57,359473.3,173312.57,359473.3,173312.57,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7280,26616758,Bond Street South,359484.5,173327.47,359484.5,173327.47,359484.5,173327.47,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7281,26616759,Bond Street South,359490.45,173347.27,359490.45,173347.27,359490.45,173347.27,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7282,26616760,Bond Street South,359538.55,173447.79,359538.55,173447.79,359538.55,173447.79,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.16,16.871628027755637,Original,deciduous,4.0
7283,26616761,Bond Street South,359500.32,173328.74,359500.32,173328.74,359500.32,173328.74,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.27,46.99255671998079,Original,deciduous,4.0
7284,26616762,Bond Street South,359534.02,173218.58,359534.02,173218.58,359534.02,173218.58,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,8.631197432815318,Original,deciduous,5.0
7285,26616763,Bond Street South,359513.03,173249.6,359513.03,173249.6,359513.03,173249.6,Tilia - Species Unknown,Lime,Unidentified lime,Tilia - Species Unknown,0.1,8.631197432815318,Original,deciduous,4.0
7532,26617017,Merchant Street Footpath,359278.35,173405.6,359278.35,173405.6,359278.35,173405.6,Carpinus betulus Frans Fontane,Hornbeam,Hornbeam 'Frans Fontaine',Carpinus betulus Frans Fontane,0.06,3.581549018757343,Original,deciduous,3.526621368250969
7724,26617209,St Matthias Park,359627.39,173325.21,359627.39,173325.21,359627.39,173325.21,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.18,528.55,Original,deciduous,28.0
7727,26617212,St Matthias Park,359660.17,173312.07,359660.17,173312.07,359660.17,173312.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.8200000000000001,528.55,Original,deciduous,26.0
7728,26617213,St Matthias Park,359649.84,173316.54,359649.84,173316.54,359649.84,173316.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.95,528.55,Original,deciduous,27.0
7729,26617214,St Matthias Park,359639.64,173320.24,359639.64,173320.24,359639.64,173320.24,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.05,528.55,Original,deciduous,28.0
7730,26617215,St Matthias Park,359611.83,173331.2,359611.83,173331.2,359611.83,173331.2,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.35,528.55,Original,deciduous,30.0
7731,26617216,St Matthias Park,359576.76,173344.85,359576.76,173344.85,359576.76,173344.85,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.15,528.55,Original,deciduous,33.0
7732,26617217,St Matthias Park,359566.68,173346.64,359566.68,173346.64,359566.68,173346.64,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.74,275.05,Original,deciduous,19.0
7733,26617218,St Matthias Park,359542.32,173355.95,359542.32,173355.95,359542.32,173355.95,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.15,528.55,Original,deciduous,31.0
7734,26617219,St Matthias Park,359625.22,173336.05,359625.22,173336.05,359625.22,173336.05,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.89,528.55,Original,deciduous,29.0
7735,26617220,St Matthias Park,359640.53,173330.18,359640.53,173330.18,359640.53,173330.18,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.05,528.55,Original,deciduous,31.0
7736,26617221,St Matthias Park,359660.05,173322.54,359660.05,173322.54,359660.05,173322.54,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,1.25,528.55,Original,deciduous,28.0
7737,26617222,St Matthias Park,359605.03,173347.5,359605.03,173347.5,359605.03,173347.5,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,0.71,267.5942010038907,Original,deciduous,27.0
8013,26617507,Redcross Street,359623.97,173248.99,359623.97,173248.99,359623.97,173248.99,Betula nigra,Birch,River birch,Betula nigra,0.16,10.0,Original,deciduous,6.0
8014,26617508,Redcross Street,359607.12,173243.97,359607.12,173243.97,359607.12,173243.97,Betula nigra,Birch,River birch,Betula nigra,0.15,10.0,Original,deciduous,6.0
8015,26617509,Redcross Street,359603.41,173242.83,359603.41,173242.83,359603.41,173242.83,Betula nigra,Birch,River birch,Betula nigra,0.15,10.0,Original,deciduous,6.0
8016,26617510,Redcross Street,359596.65,173240.26,359596.65,173240.26,359596.65,173240.26,Betula nigra,Birch,River birch,Betula nigra,0.25,10.0,Original,deciduous,7.0
8017,26617511,Redcross Street,359599.58,173241.52,359599.58,173241.52,359599.58,173241.52,Betula nigra,Birch,River birch,Betula nigra,0.1,10.0,Original,deciduous,5.0
