,Unnamed: 0,OBJECTID,SITE_NAME,X,Y,EXTENT_EASTING_1,EXTENT_NORTHING_1,EXTENT_EASTING_2,EXTENT_NORTHING_2,LATIN_NAME,COMMON_NAME,FULL_COMMON_NAME,TREE_SPECIES,CROWN_WIDTH,CROWN_HEIGHT,DBH,PLANTING_SEASON,CROWN_AREA_MIDPOINT,CROWN_AREA_COMPLETE,Data Source
120,120,26609472,Great George Street,358047.09,172860.78,358047.09,172860.78,358047.09,172860.78,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,19.0,0.61,Not Applicable,275.05,275.05,Original
121,121,26609473,Great George Street,358041.69,172856.07,358041.69,172856.07,358041.69,172856.07,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,20.0,0.55,Not Applicable,275.05,275.05,Original
122,122,26609474,Great George Street,358018.82,172837.63,358018.82,172837.63,358018.82,172837.63,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,19.0,23.0,0.94,Not Applicable,528.55,528.55,Original
123,123,26609475,Great George Street,358043.49,172844.29,358043.49,172844.29,358043.49,172844.29,Tilia x europea,Lime,European lime,Tilia x europea,14.0,21.0,0.64,Not Applicable,275.05,275.05,Original
124,124,26609476,Great George Street,358034.76,172850.52,358034.76,172850.52,358034.76,172850.52,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,17.0,,0.8300000000000001,Not Applicable,,337.89963270559093,Original
125,125,26609477,Great George Street,358031.15,172834.45,358031.15,172834.45,358031.15,172834.45,Tilia platyphyllos,Lime,Large-leaved lime,Tilia platyphyllos,6.0,5.0,0.15,Not Applicable,10.0,10.0,Original
126,126,26609478,Great George Street,358011.89,172832.23,358011.89,172832.23,358011.89,172832.23,Tilia x europea,Lime,European lime,Tilia x europea,14.0,20.0,0.54,Not Applicable,275.05,275.05,Original
127,127,26609479,Great George Street,358014.24,172822.67,358014.24,172822.67,358014.24,172822.67,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,11.0,18.0,0.67,Not Applicable,150.05,150.05,Original
128,128,26609480,Great George Street,358020.76,172826.41,358020.76,172826.41,358020.76,172826.41,Platanus x acerifolia,Lime,Small-leaved lime,Platanus x acerifolia,6.0,5.0,0.15,Not Applicable,10.0,10.0,Original
129,129,26609481,Ninetree Hill,359082.45,174064.39,359082.45,174064.39,359082.45,174064.39,Acer platanoides cv,Maple,Norway maple cultivar,Acer platanoides cv,3.0,3.0,0.12,Not Applicable,10.0,10.0,Original
130,130,26609482,Eugene Street,358778.42,173631.65,358778.42,173631.65,358778.42,173631.65,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,0.06,Planting Season 19/20,,3.593896579522947,Original
131,131,26609483,Eugene Street,358769.66,173620.75,358769.66,173620.75,358769.66,173620.75,Betula utilis,Birch,Himalayan birch,Betula utilis,9.0,8.0,0.32,Not Applicable,10.0,10.0,Original
132,132,26609484,Whitland Road,358199.0,168409.78,358199.0,168409.78,358199.0,168409.78,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,0.06,Planting Season 16/17,,3.0818860274754893,Original
133,133,26609485,Whitland Road,358193.31,168410.61,358193.31,168410.61,358193.31,168410.61,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,0.06,Planting Season 16/17,,3.0818860274754893,Original
134,134,26609486,Whitland Road,358177.54,168412.96,358177.54,168412.96,358177.54,168412.96,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,0.06,Planting Season 16/17,,3.0818860274754893,Original
135,135,26609487,Whitland Road,358212.05,168407.0,358212.05,168407.0,358212.05,168407.0,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,0.06,Planting Season 16/17,,3.0818860274754893,Original
136,136,26609488,Priory Road,360872.02,170772.12,360872.02,170772.12,360872.02,170772.12,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.43,Not Applicable,60.05,60.05,Original
137,137,26609489,Whitland Road,358221.57,168405.81,358221.57,168405.81,358221.57,168405.81,Pinus sylvestris,Scots Pine,Scots pine,Pinus sylvestris,,,0.06,Planting Season 16/17,,3.0818860274754893,Original
138,138,26609490,Geoffrey Close,356517.61,168761.04,356517.61,168761.04,356517.61,168761.04,Corylus avellana,,Scots pine,Corylus avellana,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
139,139,26609491,Geoffrey Close,356423.14,168781.29,356423.14,168781.29,356423.14,168781.29,Malus sylvestris,,Crabapple,Malus sylvestris,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
140,140,26609492,Geoffrey Close,356507.38,168752.66,356507.38,168752.66,356507.38,168752.66,Corylus avellana,,Hazel,Corylus avellana,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
141,141,26609493,Geoffrey Close,356511.57,168765.15,356511.57,168765.15,356511.57,168765.15,Pinus sylvestris,,Hazel,Pinus sylvestris,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
142,142,26609494,Geoffrey Close,356407.95,168783.8,356407.95,168783.8,356407.95,168783.8,Malus sylvestris,,Crabapple,Malus sylvestris,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
143,143,26609495,Geoffrey Close,356415.78,168782.14,356415.78,168782.14,356415.78,168782.14,Euonymus europaeus,,Spindle,Euonymus europaeus,,,0.06,Planting Season 25/26,,2.8045902645908924,Original
144,144,26609496,Geoffrey Close,356435.24,168770.61,356435.24,168770.61,356435.24,168770.61,Hippophae salicif 'Streetwise',,Wild cherry,Hippophae salicif 'Streetwise',,,0.06,Planting Season 25/26,,2.8045902645908924,Original
145,145,26609497,Northfield Road,363691.51,173185.11,363691.51,173185.11,363691.51,173185.11,Aesculus x carnea,Horse Chestnut,Red horse chestnut,Aesculus x carnea,7.0,6.0,0.42,Not Applicable,60.05,60.05,Original
146,146,26609498,Northfield Road,363678.43,173167.59,363678.43,173167.59,363678.43,173167.59,Quercus frainetto,Oak,Hungarian oak,Quercus frainetto,,,0.06,Planting Season 14/15,,1.954408476669983,Original
147,147,26609499,Northfield Road,363677.6,173158.81,363677.6,173158.81,363677.6,173158.81,Quercus frainetto,Oak,Hungarian oak,Quercus frainetto,,,0.06,Planting Season 14/15,,1.954408476669983,Original
148,148,26609501,Northfield Road,363667.55,173149.43,363667.55,173149.43,363667.55,173149.43,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,7.0,9.0,0.4,Not Applicable,60.05,60.05,Original
149,149,26609502,Northfield Road,363708.55,173148.71,363708.55,173148.71,363708.55,173148.71,Betula pendula,Silver Birch,Silver birch,Betula pendula,,,0.06,Planting Season 23/24,,3.593896579522947,Original
150,150,26609503,Northfield Road,363721.24,173157.44,363721.24,173157.44,363721.24,173157.44,No Code Allocated,,,No Code Allocated,,,0.305455333429082,Not Applicable,,79.50364575536493,Imputed
151,151,26609504,Eastfield Road,357314.46,177089.63,357314.46,177089.63,357314.46,177089.63,Malus hupehensis,Apple,Hubei crabapple,Malus hupehensis,3.0,2.0,0.1,Planting Season 12/13,,9.791743585151764,Original
152,152,26609505,Eastfield Road,357327.86,177146.05,357327.86,177146.05,357327.86,177146.05,Malus - Species Unknown,Apple,Unidentified apple,Malus - Species Unknown,4.0,2.0,0.1,Not Applicable,10.0,10.0,Original
153,153,26609506,Priory Road,360866.97,170779.53,360866.97,170779.53,360866.97,170779.53,Tilia x europea,Lime,European lime,Tilia x europea,6.0,7.0,0.43,Not Applicable,60.05,60.05,Original
154,154,26609507,Priory Road,360874.79,170792.98,360874.79,170792.98,360874.79,170792.98,Tilia x europea,Lime,European lime,Tilia x europea,6.0,9.0,0.47,Not Applicable,60.05,60.05,Original
155,155,26609508,Priory Road,360880.23,170801.89,360880.23,170801.89,360880.23,170801.89,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.47,Not Applicable,60.05,60.05,Original
156,156,26609509,Priory Road,360885.27,170810.59,360885.27,170810.59,360885.27,170810.59,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.47,Not Applicable,60.05,60.05,Original
157,157,26609510,Priory Road,360897.43,170830.96,360897.43,170830.96,360897.43,170830.96,Tilia x europea,Lime,European lime,Tilia x europea,6.0,7.0,0.43,Not Applicable,60.05,60.05,Original
158,158,26609511,Priory Road,360907.91,170847.87,360907.91,170847.87,360907.91,170847.87,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.47,Not Applicable,60.05,60.05,Original
159,159,26609512,Priory Road,360911.97,170854.69,360911.97,170854.69,360911.97,170854.69,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.46,Not Applicable,60.05,60.05,Original
160,160,26609513,Priory Road,360932.44,170874.38,360932.44,170874.38,360932.44,170874.38,Tilia x europea,Lime,European lime,Tilia x europea,4.0,7.0,0.3,Not Applicable,60.05,60.05,Original
161,161,26609514,Priory Road,360909.79,170835.91,360909.79,170835.91,360909.79,170835.91,Tilia x europea,Lime,European lime,Tilia x europea,6.0,8.0,0.42,Not Applicable,60.05,60.05,Original
162,162,26609515,Priory Road,360894.17,170809.8,360894.17,170809.8,360894.17,170809.8,Tilia x europea,Lime,European lime,Tilia x europea,6.0,9.0,0.56,Not Applicable,60.05,60.05,Original
163,163,26609516,Priory Road,360882.01,170788.73,360882.01,170788.73,360882.01,170788.73,Tilia x europea,Lime,European lime,Tilia x europea,5.0,7.0,0.41,Not Applicable,60.05,60.05,Original
164,164,26609517,Priory Road,360877.16,170780.82,360877.16,170780.82,360877.16,170780.82,Tilia x europea,Lime,European lime,Tilia x europea,6.0,7.0,0.42,Not Applicable,60.05,60.05,Original
165,165,26609518,Aberdeen Road,358097.63,174019.91,358097.63,174019.91,358097.63,174019.91,Betula pendula,Silver Birch,Silver birch,Betula pendula,11.0,12.0,0.44,Not Applicable,150.05,150.05,Original
166,166,26609519,Aberdeen Road,358070.66,173966.07,358070.66,173966.07,358070.66,173966.07,Sorbus aucuparia,Rowan,Rowan,Sorbus aucuparia,5.0,5.0,0.15,Not Applicable,60.05,60.05,Original
167,167,26609520,Aberdeen Road,358106.28,174002.1,358106.28,174002.1,358106.28,174002.1,Betula pendula,Silver Birch,Silver birch,Betula pendula,9.0,12.0,0.36,Not Applicable,150.05,150.05,Original
168,168,26609521,Aberdeen Road,358103.5,174010.03,358103.5,174010.03,358103.5,174010.03,Prunus avium,Cherry,Wild cherry,Prunus avium,11.0,8.0,0.22,Not Applicable,60.05,60.05,Original
169,169,26609522,Aberdeen Road,358088.88,174043.69,358088.88,174043.69,358088.88,174043.69,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,16.0,11.0,0.5,Not Applicable,150.05,150.05,Original
170,170,26609523,Aberdeen Road,358094.54,174030.41,358094.54,174030.41,358094.54,174030.41,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,10.0,16.0,0.61,Not Applicable,150.05,150.05,Original
171,171,26609524,Aberdeen Road,358092.37,174034.52,358092.37,174034.52,358092.37,174034.52,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,12.0,12.0,0.52,Not Applicable,150.05,150.05,Original
172,172,26609525,Aberdeen Road,358091.15,174037.72,358091.15,174037.72,358091.15,174037.72,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,12.0,12.0,0.44,Not Applicable,150.05,150.05,Original
173,173,26609526,Aberdeen Road,358082.0,174047.0,358082.0,174047.0,358082.0,174047.0,No Code Allocated,,,No Code Allocated,,,0.1,Not Applicable,,7.763086407383792,Original
174,174,26609527,Aberdeen Road,358023.1,174013.01,358023.1,174013.01,358023.1,174013.01,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,10.0,0.1,Not Applicable,10.0,10.0,Original
175,175,26609528,Aberdeen Road,358025.47,174009.62,358025.47,174009.62,358025.47,174009.62,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,5.0,5.0,0.12,Not Applicable,60.05,60.05,Original
176,176,26609529,Aberdeen Road,358027.93,174006.42,358027.93,174006.42,358027.93,174006.42,Betula pendula,Silver Birch,Silver birch,Betula pendula,5.0,10.0,0.15,Not Applicable,60.05,60.05,Original
177,177,26609530,Aberdeen Road,358031.13,174001.69,358031.13,174001.69,358031.13,174001.69,Sorbus intermedia,Whitebeam,Swedish whitebeam,Sorbus intermedia,4.0,5.0,0.11,Not Applicable,60.05,60.05,Original
178,178,26609531,Aberdeen Road,358037.51,173996.13,358037.51,173996.13,358037.51,173996.13,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,5.0,5.0,0.11,Not Applicable,60.05,60.05,Original
179,179,26609532,Aberdeen Road,358044.0,173994.0,358044.0,173994.0,358044.0,173994.0,Unknown species - Broadleaf,,,Unknown species - Broadleaf,4.0,,0.305455333429082,Not Applicable,,79.50364575536493,Imputed
180,180,26609533,Aberdeen Road,358047.91,173992.42,358047.91,173992.42,358047.91,173992.42,Pinus nigra,Pine,Black pine,Pinus nigra,12.0,10.0,0.66,Not Applicable,150.05,150.05,Original
181,181,26609534,Aberdeen Road,358052.64,173990.67,358052.64,173990.67,358052.64,173990.67,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,18.0,15.0,0.79,Not Applicable,275.05,275.05,Original
182,182,26609535,Aberdeen Road,358056.45,173984.19,358056.45,173984.19,358056.45,173984.19,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,5.0,7.0,0.24,Not Applicable,60.05,60.05,Original
183,183,26609536,Aberdeen Road,358061.5,173974.51,358061.5,173974.51,358061.5,173974.51,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,9.0,6.0,0.24,Not Applicable,60.05,60.05,Original
184,184,26609537,Aberdeen Road,358064.07,173970.91,358064.07,173970.91,358064.07,173970.91,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,15.0,12.0,0.59,Not Applicable,150.05,150.05,Original
185,185,26609538,Aberdeen Road,358061.08,174014.25,358061.08,174014.25,358061.08,174014.25,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,23.0,16.0,0.74,Not Applicable,275.05,275.05,Original
186,186,26609539,Aberdeen Road,358055.83,174004.36,358055.83,174004.36,358055.83,174004.36,Acer platanoides Drummondii,Maple,Norway maple 'Drummondii',Acer platanoides Drummondii,9.0,7.0,0.24,Not Applicable,60.05,60.05,Original
187,187,26609540,Aberdeen Road,358100.5,173962.79,358100.5,173962.79,358100.5,173962.79,Acer platanoides,Maple,Norway maple,Acer platanoides,12.0,10.0,0.46,Not Applicable,150.05,150.05,Original
188,188,26609541,Aberdeen Road,358122.3,173966.05,358122.3,173966.05,358122.3,173966.05,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,16.0,14.0,0.91,Not Applicable,275.05,275.05,Original
189,189,26609542,Aberdeen Road,358121.09,173968.17,358121.09,173968.17,358121.09,173968.17,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,16.0,17.0,0.85,Not Applicable,275.05,275.05,Original
190,190,26609543,Aberdeen Road,358123.31,173963.71,358123.31,173963.71,358123.31,173963.71,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,10.0,12.0,0.3,Not Applicable,,72.08478343942163,Original
191,191,26609544,Aberdeen Road,358124.03,173961.78,358124.03,173961.78,358124.03,173961.78,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,7.0,12.0,0.8,Not Applicable,,377.9178174227418,Original
192,192,26609545,Aberdeen Road,358125.32,173959.05,358125.32,173959.05,358125.32,173959.05,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,12.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
193,193,26609546,Aberdeen Road,358124.52,173945.46,358124.52,173945.46,358124.52,173945.46,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,7.0,10.0,0.28,Not Applicable,,63.22320148827356,Original
194,194,26609547,Aberdeen Road,358130.63,173946.11,358130.63,173946.11,358130.63,173946.11,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,7.0,12.0,0.3,Not Applicable,,78.38706557193474,Original
195,195,26609548,Aberdeen Road,358129.5,173944.67,358129.5,173944.67,358129.5,173944.67,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,7.0,8.0,0.2,Not Applicable,,35.97808779423912,Original
196,196,26609549,Aberdeen Road,358128.61,173943.06,358128.61,173943.06,358128.61,173943.06,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,13.0,8.0,0.41,Not Applicable,,139.33081664526946,Original
197,197,26609550,Aberdeen Road,358130.14,173941.85,358130.14,173941.85,358130.14,173941.85,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,12.0,11.0,0.2388931297709924,Not Applicable,,47.00603677866416,Imputed
198,198,26609551,Aberdeen Road,358131.43,173941.61,358131.43,173941.61,358131.43,173941.61,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,6.0,7.0,0.26,Not Applicable,,59.729772347506895,Original
199,199,26609552,Aberdeen Road,358132.55,173940.4,358132.55,173940.4,358132.55,173940.4,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,8.0,8.0,0.3,Not Applicable,,78.38706557193474,Original
200,200,26609553,Aberdeen Road,358135.93,173932.69,358135.93,173932.69,358135.93,173932.69,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,10.0,12.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
201,201,26609554,Aberdeen Road,358135.37,173927.71,358135.37,173927.71,358135.37,173927.71,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,9.0,10.0,0.33,Not Applicable,,93.71021418373522,Original
202,202,26609555,Aberdeen Road,358144.21,173912.44,358144.21,173912.44,358144.21,173912.44,Tilia x euchlora,Lime,Crimean lime,Tilia x euchlora,13.0,14.0,0.41697100752843186,Not Applicable,,112.41959917091913,Imputed
203,203,26609556,Aberdeen Road,358147.02,173906.81,358147.02,173906.81,358147.02,173906.81,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,10.0,9.0,0.42,Not Applicable,,134.36194679310626,Original
204,204,26609557,Aberdeen Road,358145.33,173906.34,358145.33,173906.34,358145.33,173906.34,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,6.0,7.0,0.21,Not Applicable,,39.56077799156445,Original
205,205,26609558,Aberdeen Road,358143.97,173906.1,358143.97,173906.1,358143.97,173906.1,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,5.0,7.0,0.19,Not Applicable,,32.55231759169978,Original
206,206,26609559,Aberdeen Road,358125.8,173931.5,358125.8,173931.5,358125.8,173931.5,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,12.0,16.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
207,207,26609560,Aberdeen Road,358124.11,173934.07,358124.11,173934.07,358124.11,173934.07,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,8.0,16.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
208,208,26609561,Aberdeen Road,358013.47,174026.13,358013.47,174026.13,358013.47,174026.13,Fraxinus excelsior,Ash,Common ash,Fraxinus excelsior,18.0,12.0,0.6,Not Applicable,275.05,275.05,Original
209,209,26609562,Aberdeen Road,358016.4,174021.35,358016.4,174021.35,358016.4,174021.35,Prunus cerasifera Pissardii,Plum,Cherry plum,Prunus cerasifera Pissardii,10.0,8.0,0.29,Not Applicable,60.05,60.05,Original
210,210,26609563,Aberdeen Road,358116.55,173942.03,358116.55,173942.03,358116.55,173942.03,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,13.0,14.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
211,211,26609564,Aberdeen Road,358115.27,173943.56,358115.27,173943.56,358115.27,173943.56,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,6.0,9.0,0.24,Not Applicable,,47.022606419278965,Original
212,212,26609565,Aberdeen Road,358114.06,173944.84,358114.06,173944.84,358114.06,173944.84,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,6.0,9.0,0.24,Not Applicable,,47.022606419278965,Original
213,213,26609566,Aberdeen Road,358109.8,173950.23,358109.8,173950.23,358109.8,173950.23,Acer pseudoplatanus,Sycamore,Sycamore,Acer pseudoplatanus,13.0,12.0,0.4219803278688524,Not Applicable,,119.89169079720703,Imputed
